,year,business_id,personal_id,education_level,age,tenure,first_year_treatment,treatment,base_income
2982,2011,139,272,low,37,4,2012,0,30864.984205559605
2983,2012,139,272,low,38,5,2012,1,35477.44732565005
2984,2013,139,272,low,39,6,2012,1,32090.225127543406
2985,2014,139,272,low,40,7,2012,1,33979.907409441075
2986,2015,139,272,low,41,8,2012,1,36154.58213280855
2987,2016,139,272,low,42,9,2012,1,37086.744748553305
2988,2017,139,272,low,43,10,2012,1,35139.59255065215
2989,2018,139,272,low,44,11,2012,1,42723.35335115684
2990,2019,139,272,low,45,12,2012,1,41432.78811050714
2991,2020,139,272,low,46,13,2012,1,40104.23664078497
2992,2010,138,273,medium,44,6,2012,0,34044.07372256749
2993,2011,138,273,medium,45,7,2012,0,33975.582060197696
2994,2012,138,273,medium,46,8,2012,1,37996.16307995553
2995,2013,138,273,medium,47,9,2012,1,40554.96103703773
2996,2014,138,273,medium,48,10,2012,1,41415.505080285504
2997,2015,138,273,medium,49,11,2012,1,38916.47884903675
2998,2016,138,273,medium,50,12,2012,1,42568.35283448979
2999,2017,138,273,medium,51,13,2012,1,42089.481902350504
3000,2018,138,273,medium,52,14,2012,1,39084.38488424522
3001,2019,138,273,medium,53,15,2012,1,41679.229978441
3002,2020,138,273,medium,54,16,2012,1,43072.78893315671
3003,2010,181,274,medium,28,3,2017,0,32275.37531468038
3004,2011,181,274,medium,29,4,2017,0,30113.106249067518
3005,2012,181,274,medium,30,5,2017,0,26829.036861800218
3006,2013,181,274,medium,31,6,2017,0,30972.072578835276
3007,2014,181,274,medium,32,7,2017,0,27405.39202212327
3008,2015,181,274,medium,33,8,2017,0,33165.382107774145
3009,2016,181,274,medium,34,9,2017,0,30557.750696364245
3010,2017,181,274,medium,35,10,2017,1,36812.727622521656
3011,2018,181,274,medium,36,11,2017,1,40151.59329508438
3012,2019,181,274,medium,37,12,2017,1,35425.6728628315
3013,2020,181,274,medium,38,13,2017,1,35705.76362977402
3014,2010,100,275,medium,33,6,2018,0,29432.80134730799
3015,2011,100,275,medium,34,7,2018,0,33176.75770203863
3016,2012,100,275,medium,35,8,2018,0,28561.307849046316
3017,2013,100,275,medium,36,9,2018,0,26435.688803778863
3018,2014,100,275,medium,37,10,2018,0,31697.682283182003
3019,2015,100,275,medium,38,11,2018,0,34203.48159982184
3020,2016,100,275,medium,39,12,2018,0,36000.523499477655
3021,2017,100,275,medium,40,13,2018,0,33173.6772758292
3022,2018,100,275,medium,41,14,2018,1,38777.146785767996
3023,2019,100,275,medium,42,15,2018,1,42407.8014685115
3024,2020,100,275,medium,43,16,2018,1,36860.51660060916
3025,2010,110,276,medium,30,6,2018,0,28922.95844963398
3026,2011,110,276,medium,31,7,2018,0,30580.847779850115
3027,2012,110,276,medium,32,8,2018,0,31598.43744257007
3028,2013,110,276,medium,33,9,2018,0,30180.386613618233
3029,2014,110,276,medium,34,10,2018,0,31768.882023411683
3030,2015,110,276,medium,35,11,2018,0,27223.34529317402
3031,2016,110,276,medium,36,12,2018,0,31383.503175332302
3032,2017,110,276,medium,37,13,2018,0,34107.017425108934
3033,2018,110,276,medium,38,14,2018,1,36735.41193149064
3034,2019,110,276,medium,39,15,2018,1,39317.9684431792
3035,2020,110,276,medium,40,16,2018,1,40593.7450016054
3036,2010,191,277,high,40,2,2012,0,34214.90159828447
3037,2011,191,277,high,41,3,2012,0,35740.927541993144
3038,2012,191,277,high,42,4,2012,1,38974.534869430776
3039,2013,191,277,high,43,5,2012,1,40986.777440607904
3040,2014,191,277,high,44,6,2012,1,43120.43233917844
3041,2015,191,277,high,45,7,2012,1,42713.945921936865
3042,2016,191,277,high,46,8,2012,1,41726.93746087213
3043,2017,191,277,high,47,9,2012,1,43848.43280858159
3044,2018,191,277,high,48,10,2012,1,45329.21958127324
3045,2019,191,277,high,49,11,2012,1,40300.11744284505
3046,2020,191,277,high,50,12,2012,1,47218.148129911795
3047,2010,156,278,medium,49,7,2016,0,34927.490522637854
3048,2011,156,278,medium,50,8,2016,0,36950.97986648046
3049,2012,156,278,medium,51,9,2016,0,38994.493847290454
3050,2013,156,278,medium,52,10,2016,0,34356.65260553907
3051,2014,156,278,medium,53,11,2016,0,36181.11799514491
3052,2015,156,278,medium,54,12,2016,0,37522.90260824859
3053,2016,156,278,medium,55,13,2016,1,42032.49295775114
3054,2017,156,278,medium,56,14,2016,1,47569.873151673615
3055,2018,156,278,medium,57,15,2016,1,42886.455812346416
3056,2019,156,278,medium,58,16,2016,1,43988.906441026265
3057,2020,156,278,medium,59,17,2016,1,46008.77806320595
3058,2010,188,279,medium,52,2,2017,0,33095.70094784782
3059,2011,188,279,medium,53,3,2017,0,35208.63857648747
3060,2012,188,279,medium,54,4,2017,0,37134.90652250035
3061,2013,188,279,medium,55,5,2017,0,36334.27919123498
3062,2014,188,279,medium,56,6,2017,0,37313.22628220011
3063,2015,188,279,medium,57,7,2017,0,36941.33577510326
3064,2016,188,279,medium,58,8,2017,0,35471.059381638464
3065,2017,188,279,medium,59,9,2017,1,44643.186422678475
3066,2018,188,279,medium,60,10,2017,1,48009.86614329449
3067,2019,188,279,medium,61,11,2017,1,45036.80326156688
3068,2020,188,279,medium,62,12,2017,1,45950.5282344951
3069,2010,149,280,high,46,6,2017,0,38885.445510233716
3070,2011,149,280,high,47,7,2017,0,35461.3390069066
3071,2012,149,280,high,48,8,2017,0,41905.02931625921
3072,2013,149,280,high,49,9,2017,0,39404.6575928456
3073,2014,149,280,high,50,10,2017,0,42763.713798178214
3074,2015,149,280,high,51,11,2017,0,38533.93400895202
3075,2016,149,280,high,52,12,2017,0,44136.12384511565
3076,2017,149,280,high,53,13,2017,1,47550.31098806956
3077,2018,149,280,high,54,14,2017,1,47606.080171704714
3078,2019,149,280,high,55,15,2017,1,47468.048908706296
3079,2020,149,280,high,56,16,2017,1,47002.942763851104
3080,2010,122,281,high,46,1,2014,0,38901.063316947744
3081,2011,122,281,high,47,2,2014,0,37280.71973969609
3082,2012,122,281,high,48,3,2014,0,33565.860592825695
3083,2013,122,281,high,49,4,2014,0,35765.627076585995
3084,2014,122,281,high,50,5,2014,1,43128.3084956145
3085,2015,122,281,high,51,6,2014,1,44619.99796633111
3086,2016,122,281,high,52,7,2014,1,44386.82302220021
3087,2017,122,281,high,53,8,2014,1,47437.94157958733
3088,2018,122,281,high,54,9,2014,1,41597.79627192275
3089,2019,122,281,high,55,10,2014,1,46287.17587301032
3090,2020,122,281,high,56,11,2014,1,42864.04154922569
3091,2010,130,282,medium,45,3,2018,0,35119.42459096834
3092,2011,130,282,medium,46,4,2018,0,33911.08257111599
3093,2012,130,282,medium,47,5,2018,0,35439.219944048236
3094,2013,130,282,medium,48,6,2018,0,33372.23407882047
3095,2014,130,282,medium,49,7,2018,0,38158.929863315505
3096,2015,130,282,medium,50,8,2018,0,38183.449328117706
3097,2016,130,282,medium,51,9,2018,0,37767.088606023775
3098,2017,130,282,medium,52,10,2018,0,36840.96550627312
3099,2018,130,282,medium,53,11,2018,1,43759.714570590266
3100,2019,130,282,medium,54,12,2018,1,41686.2148640253
3101,2020,130,282,medium,55,13,2018,1,45311.111318041425
3102,2010,193,283,high,45,2,2012,0,39698.961788647845
3103,2011,193,283,high,46,3,2012,0,39041.22111995837
3104,2012,193,283,high,47,4,2012,1,40940.79506038518
3105,2013,193,283,high,48,5,2012,1,43622.834634546205
3106,2014,193,283,high,49,6,2012,1,40813.716912482705
3107,2015,193,283,high,50,7,2012,1,45044.780622351354
3108,2016,193,283,high,51,8,2012,1,45301.20682572508
3109,2017,193,283,high,52,9,2012,1,41160.36732093567
3110,2018,193,283,high,53,10,2012,1,43076.432312175275
3111,2019,193,283,high,54,11,2012,1,45333.722206512466
3112,2020,193,283,high,55,12,2012,1,45798.28050571835
3113,2010,141,284,high,26,7,2014,0,29281.04612916239
3114,2011,141,284,high,27,8,2014,0,32977.95745870437
3115,2012,141,284,high,28,9,2014,0,33202.947217881025
3116,2013,141,284,high,29,10,2014,0,32811.46173604296
3117,2014,141,284,high,30,11,2014,1,37188.41699968327
3118,2015,141,284,high,31,12,2014,1,41297.41425283313
3119,2016,141,284,high,32,13,2014,1,43010.81422617659
3120,2017,141,284,high,33,14,2014,1,39232.877032306926
3121,2018,141,284,high,34,15,2014,1,39475.66616569036
3122,2019,141,284,high,35,16,2014,1,42182.41533082399
3123,2020,141,284,high,36,17,2014,1,40983.94124050603
3124,2010,198,285,high,48,4,2015,0,37421.20559867353
3125,2011,198,285,high,49,5,2015,0,39679.306303449346
3126,2012,198,285,high,50,6,2015,0,34881.28782498541
3127,2013,198,285,high,51,7,2015,0,41836.60464970534
3128,2014,198,285,high,52,8,2015,0,39845.361048658684
3129,2015,198,285,high,53,9,2015,1,44377.01371087564
3130,2016,198,285,high,54,10,2015,1,45521.5316915571
3131,2017,198,285,high,55,11,2015,1,46124.85871004104
3132,2018,198,285,high,56,12,2015,1,43237.59739311015
3133,2019,198,285,high,57,13,2015,1,50189.87645490647
3134,2020,198,285,high,58,14,2015,1,47782.65126454124
3135,2010,106,286,low,32,8,2013,0,29586.00426089475
3136,2011,106,286,low,33,9,2013,0,31103.099541148087
3137,2012,106,286,low,34,10,2013,0,27657.6750848794
3138,2013,106,286,low,35,11,2013,1,36146.94379807045
3139,2014,106,286,low,36,12,2013,1,35164.717818202414
3140,2015,106,286,low,37,13,2013,1,37893.54155043299
3141,2016,106,286,low,38,14,2013,1,32445.54515929701
3142,2017,106,286,low,39,15,2013,1,37001.811399517464
3143,2018,106,286,low,40,16,2013,1,36494.358688432076
3144,2019,106,286,low,41,17,2013,1,39064.52590126831
3145,2020,106,286,low,42,18,2013,1,39640.088374736406
3146,2010,115,287,medium,35,6,2017,0,29784.74821035595
3147,2011,115,287,medium,36,7,2017,0,30275.652271647912
3148,2012,115,287,medium,37,8,2017,0,31978.66926288534
3149,2013,115,287,medium,38,9,2017,0,30906.715545369585
3150,2014,115,287,medium,39,10,2017,0,34883.967390904254
3151,2015,115,287,medium,40,11,2017,0,32961.58559910511
3152,2016,115,287,medium,41,12,2017,0,28386.023561356717
3153,2017,115,287,medium,42,13,2017,1,38950.355886756384
3154,2018,115,287,medium,43,14,2017,1,38122.91235831205
3155,2019,115,287,medium,44,15,2017,1,37437.448369078105
3156,2020,115,287,medium,45,16,2017,1,38725.146723554855
3157,2010,189,288,medium,37,4,2015,0,31618.81694366594
3158,2011,189,288,medium,38,5,2015,0,34557.28165649646
3159,2012,189,288,medium,39,6,2015,0,33026.36894772996
3160,2013,189,288,medium,40,7,2015,0,31686.99322356852
3161,2014,189,288,medium,41,8,2015,0,34311.80839034141
3162,2015,189,288,medium,42,9,2015,1,37981.81937956202
3163,2016,189,288,medium,43,10,2015,1,38010.79926167371
3164,2017,189,288,medium,44,11,2015,1,37591.27466353403
3165,2018,189,288,medium,45,12,2015,1,36896.34238649656
3166,2019,189,288,medium,46,13,2015,1,40120.15258688111
3167,2020,189,288,medium,47,14,2015,1,41716.10697984026
3168,2010,159,289,low,41,5,2015,0,30606.75265997022
3169,2011,159,289,low,42,6,2015,0,30468.066144105283
3170,2012,159,289,low,43,7,2015,0,29908.507878606437
3171,2013,159,289,low,44,8,2015,0,33516.492383369936
3172,2014,159,289,low,45,9,2015,0,30165.73616010683
3173,2015,159,289,low,46,10,2015,1,39852.05582768695
3174,2016,159,289,low,47,11,2015,1,36795.56596214655
3175,2017,159,289,low,48,12,2015,1,37795.12952529393
3176,2018,159,289,low,49,13,2015,1,36866.42961876865
3177,2019,159,289,low,50,14,2015,1,39297.195706228726
3178,2020,159,289,low,51,15,2015,1,42750.62491695596
3179,2010,101,290,medium,32,9,2016,0,31931.256176887913
3180,2011,101,290,medium,33,10,2016,0,33356.84422405607
3181,2012,101,290,medium,34,11,2016,0,32944.285091867874
3182,2013,101,290,medium,35,12,2016,0,30192.660342939264
3183,2014,101,290,medium,36,13,2016,0,32238.421551344887
3184,2015,101,290,medium,37,14,2016,0,31839.601741765073
3185,2016,101,290,medium,38,15,2016,1,41561.14980807808
3186,2017,101,290,medium,39,16,2016,1,37006.42270714738
3187,2018,101,290,medium,40,17,2016,1,41687.39537877822
3188,2019,101,290,medium,41,18,2016,1,42185.90774021754
3189,2020,101,290,medium,42,19,2016,1,44559.24040343217
3190,2010,100,291,medium,45,7,2013,0,33580.62681474101
3191,2011,100,291,medium,46,8,2013,0,36324.644319160325
3192,2012,100,291,medium,47,9,2013,0,39963.30367307769
3193,2013,100,291,medium,48,10,2013,1,39664.716646132605
3194,2014,100,291,medium,49,11,2013,1,38329.91950493528
3195,2015,100,291,medium,50,12,2013,1,38139.97993218447
3196,2016,100,291,medium,51,13,2013,1,43825.42405772266
3197,2017,100,291,medium,52,14,2013,1,39133.69958388283
3198,2018,100,291,medium,53,15,2013,1,42655.36189412415
3199,2019,100,291,medium,54,16,2013,1,44774.626374077925
3200,2020,100,291,medium,55,17,2013,1,44770.351073659825
3201,2010,147,292,high,42,9,2015,0,37750.88972836835
3202,2011,147,292,high,43,10,2015,0,37844.579711601706
3203,2012,147,292,high,44,11,2015,0,40457.73162662679
3204,2013,147,292,high,45,12,2015,0,36495.367238522405
3205,2014,147,292,high,46,13,2015,0,37546.009723082934
3206,2015,147,292,high,47,14,2015,1,42854.68110945835
3207,2016,147,292,high,48,15,2015,1,46560.38362372522
3208,2017,147,292,high,49,16,2015,1,47200.797176790125
3209,2018,147,292,high,50,17,2015,1,46802.45063863702
3210,2019,147,292,high,51,18,2015,1,48766.987333779856
3211,2020,147,292,high,52,19,2015,1,44543.91826524724
3212,2010,111,293,low,54,7,2015,0,38434.44822310227
3213,2011,111,293,low,55,8,2015,0,38646.47724342452
3214,2012,111,293,low,56,9,2015,0,37571.243994491495
3215,2013,111,293,low,57,10,2015,0,40163.59781754212
3216,2014,111,293,low,58,11,2015,0,33786.75358464445
3217,2015,111,293,low,59,12,2015,1,41551.1037274747
3218,2016,111,293,low,60,13,2015,1,41629.393078636094
3219,2017,111,293,low,61,14,2015,1,45042.958647514686
3220,2018,111,293,low,62,15,2015,1,41999.71852079571
3221,2019,111,293,low,63,16,2015,1,46114.99029867497
3222,2020,111,293,low,64,17,2015,1,47841.072287993426
3223,2010,168,294,high,42,1,2013,0,36690.405800167995
3224,2011,168,294,high,43,2,2013,0,36367.502047323
3225,2012,168,294,high,44,3,2013,0,34324.2533181985
3226,2013,168,294,high,45,4,2013,1,40106.298067749274
3227,2014,168,294,high,46,5,2013,1,44799.23781059333
3228,2015,168,294,high,47,6,2013,1,44358.698007810664
3229,2016,168,294,high,48,7,2013,1,43221.96096124491
3230,2017,168,294,high,49,8,2013,1,42964.18090846822
3231,2018,168,294,high,50,9,2013,1,40248.38425377724
3232,2019,168,294,high,51,10,2013,1,42658.295162631126
3233,2020,168,294,high,52,11,2013,1,49122.838174279445
3234,2010,136,295,medium,38,8,2013,0,29939.088857995066
3235,2011,136,295,medium,39,9,2013,0,33378.95964244216
3236,2012,136,295,medium,40,10,2013,0,35514.887946390394
3237,2013,136,295,medium,41,11,2013,1,36490.15466399542
3238,2014,136,295,medium,42,12,2013,1,39869.42094956217
3239,2015,136,295,medium,43,13,2013,1,41875.83107502131
3240,2016,136,295,medium,44,14,2013,1,40524.9986438145
3241,2017,136,295,medium,45,15,2013,1,46736.806111333535
3242,2018,136,295,medium,46,16,2013,1,38162.80148224361
3243,2019,136,295,medium,47,17,2013,1,44117.45705976776
3244,2020,136,295,medium,48,18,2013,1,42154.39652520707
3245,2010,131,296,medium,39,4,2015,0,33543.84030967335
3246,2011,131,296,medium,40,5,2015,0,33382.61430339849
3247,2012,131,296,medium,41,6,2015,0,31533.687605780007
3248,2013,131,296,medium,42,7,2015,0,33957.99278491868
3249,2014,131,296,medium,43,8,2015,0,30284.197097203425
3250,2015,131,296,medium,44,9,2015,1,40706.495001142786
3251,2016,131,296,medium,45,10,2015,1,40596.316931981055
3252,2017,131,296,medium,46,11,2015,1,41777.320337286204
3253,2018,131,296,medium,47,12,2015,1,43116.2366501743
3254,2019,131,296,medium,48,13,2015,1,42235.23968041942
3255,2020,131,296,medium,49,14,2015,1,42296.178839596556
3256,2010,108,297,high,30,3,2013,0,30337.863326677416
3257,2011,108,297,high,31,4,2013,0,31175.558472701898
3258,2012,108,297,high,32,5,2013,0,35473.469240354665
3259,2013,108,297,high,33,6,2013,1,41472.670811411954
3260,2014,108,297,high,34,7,2013,1,38623.77912737589
3261,2015,108,297,high,35,8,2013,1,39692.00549450655
3262,2016,108,297,high,36,9,2013,1,38290.77125001247
3263,2017,108,297,high,37,10,2013,1,42945.51369053489
3264,2018,108,297,high,38,11,2013,1,42430.83364738356
3265,2019,108,297,high,39,12,2013,1,45482.4348729275
3266,2020,108,297,high,40,13,2013,1,40343.35384564052
3267,2010,198,298,medium,35,7,2015,0,30643.984201963565
3268,2011,198,298,medium,36,8,2015,0,32362.891845051145
3269,2012,198,298,medium,37,9,2015,0,33692.97907545154
3270,2013,198,298,medium,38,10,2015,0,32468.664724904735
3271,2014,198,298,medium,39,11,2015,0,31654.0778190926
3272,2015,198,298,medium,40,12,2015,1,40662.81505784714
3273,2016,198,298,medium,41,13,2015,1,40842.27072509116
3274,2017,198,298,medium,42,14,2015,1,38067.45179887255
3275,2018,198,298,medium,43,15,2015,1,43110.88560221099
3276,2019,198,298,medium,44,16,2015,1,43240.39741839321
3277,2020,198,298,medium,45,17,2015,1,41668.592994495586
3278,2010,118,299,medium,37,3,2015,0,31359.195724752073
3279,2011,118,299,medium,38,4,2015,0,32808.11554223181
3280,2012,118,299,medium,39,5,2015,0,30476.593859487482
3281,2013,118,299,medium,40,6,2015,0,32760.062958328166
3282,2014,118,299,medium,41,7,2015,0,28895.23291078164
3283,2015,118,299,medium,42,8,2015,1,40452.91129100587
3284,2016,118,299,medium,43,9,2015,1,36077.01355511628
3285,2017,118,299,medium,44,10,2015,1,42706.839656858
3286,2018,118,299,medium,45,11,2015,1,39539.7598120671
3287,2019,118,299,medium,46,12,2015,1,40276.66603613765
3288,2020,118,299,medium,47,13,2015,1,39944.53218783099
3289,2010,147,300,high,49,8,2016,0,38223.92225215585
3290,2011,147,300,high,50,9,2016,0,42137.06269029607
3291,2012,147,300,high,51,10,2016,0,34824.38268692984
3292,2013,147,300,high,52,11,2016,0,42853.930772176376
3293,2014,147,300,high,53,12,2016,0,41476.046962203414
3294,2015,147,300,high,54,13,2016,0,38885.95670428557
3295,2016,147,300,high,55,14,2016,1,44649.37521390153
3296,2017,147,300,high,56,15,2016,1,50652.78605441641
3297,2018,147,300,high,57,16,2016,1,45908.98624011454
3298,2019,147,300,high,58,17,2016,1,45993.29897880808
3299,2020,147,300,high,59,18,2016,1,51074.62908472946
3300,2010,179,301,medium,25,6,2012,0,28877.105752571828
3301,2011,179,301,medium,26,7,2012,0,26824.1488469272
3302,2012,179,301,medium,27,8,2012,1,34633.24995080924
3303,2013,179,301,medium,28,9,2012,1,32648.494632719445
3304,2014,179,301,medium,29,10,2012,1,37401.64279684521
3305,2015,179,301,medium,30,11,2012,1,37822.74192974627
3306,2016,179,301,medium,31,12,2012,1,37264.012397643884
3307,2017,179,301,medium,32,13,2012,1,37423.322122494035
3308,2018,179,301,medium,33,14,2012,1,40722.37624973475
3309,2019,179,301,medium,34,15,2012,1,37699.37265477645
3310,2020,179,301,medium,35,16,2012,1,35836.2517491584
3311,2010,102,302,low,52,5,2015,0,34998.94782566461
3312,2011,102,302,low,53,6,2015,0,38772.094099074224
3313,2012,102,302,low,54,7,2015,0,33070.4810136283
3314,2013,102,302,low,55,8,2015,0,34877.07446661203
3315,2014,102,302,low,56,9,2015,0,36932.89207620291
3316,2015,102,302,low,57,10,2015,1,41492.19030198852
3317,2016,102,302,low,58,11,2015,1,40135.39283924537
3318,2017,102,302,low,59,12,2015,1,44843.715712460944
3319,2018,102,302,low,60,13,2015,1,47740.08144403452
3320,2019,102,302,low,61,14,2015,1,43992.26291804782
3321,2020,102,302,low,62,15,2015,1,42291.863420527996
3322,2010,119,303,high,30,4,2014,0,29202.07894989305
3323,2011,119,303,high,31,5,2014,0,33315.95196244236
3324,2012,119,303,high,32,6,2014,0,35507.754686632514
3325,2013,119,303,high,33,7,2014,0,34750.335492990765
3326,2014,119,303,high,34,8,2014,1,39295.19231816229
3327,2015,119,303,high,35,9,2014,1,38621.45669642139
3328,2016,119,303,high,36,10,2014,1,38115.67273456382
3329,2017,119,303,high,37,11,2014,1,42469.50265264977
3330,2018,119,303,high,38,12,2014,1,43127.54324277117
3331,2019,119,303,high,39,13,2014,1,38708.540426618536
